"服务器","玩家id","账号","等级","金额","代理","订单号","充值时间"
"台湾14服","13001485","105646365","159","150","taiwanios","016001400130014851521081184903	","2018-03-15 10:33:04"
"台湾14服","13000176","110763355","232","3000","taiwanios","180315102628793225	","2018-03-15 10:27:38"
"台湾15服","14000205","1297590","114","30","taiwanios","016001500140002051521080798372	","2018-03-15 10:26:38"
"台湾15服","14003136","9101702","127","30","taiwanios","016001500140031361521080583282	","2018-03-15 10:23:03"
"台湾15服","14003282","21536137","160","30","taiwanios","016001500140032821521080472600	","2018-03-15 10:21:12"
"台湾14服","13002753","506575016","212","30","taiwanios","016001400130027531521080377116	","2018-03-15 10:19:37"
"台湾15服","14004366","3304391","18","150","taiwanios","016001500140043661521080373093	","2018-03-15 10:19:33"
"台湾15服","14004309","107777889","62","150","taiwanios","016001500140043091521080297261	","2018-03-15 10:18:17"
"台湾15服","14004366","3304391","15","30","taiwanios","016001500140043661521080286006	","2018-03-15 10:18:06"
"台湾15服","14004115","109495863","113","150","taiwanios","016001500140041151521080264312	","2018-03-15 10:17:44"
"台湾14服","13001012","110777501","213","150","taiwanios","016001400130010121521080223251	","2018-03-15 10:17:03"
"台湾12服","11004500","504916184","230","590","taiwanios","016001200110045001521079836654	","2018-03-15 10:10:36"
"台湾14服","13003329","110780067","228","30","taiwanios","016001400130033291521079755947	","2018-03-15 10:09:15"
"台湾12服","11006094","503020084","235","590","taiwanios","016001200110060941521079739481	","2018-03-15 10:08:59"
"台湾14服","13002753","506575016","212","30","taiwanios","016001400130027531521079603382	","2018-03-15 10:06:43"
"台湾8服","7004591","11648495","228","150","taiwanios","016000800070045911521079530692	","2018-03-15 10:05:30"
"台湾15服","14003857","110785985","143","300","taiwanios","016001500140038571521079473774	","2018-03-15 10:04:33"
"台湾13服","12004905","110776059","205","150","taiwanios","016001300120049051521079458309	","2018-03-15 10:04:18"
"台湾15服","14004322","104561465","6","30","taiwanios","016001500140043221521079405898	","2018-03-15 10:03:25"
"台湾13服","12004905","110776059","205","590","taiwanios","016001300120049051521079384292	","2018-03-15 10:03:04"
"台湾14服","13004749","508002046","171","30","taiwanios","016001400130047491521079349931	","2018-03-15 10:02:29"
"台湾15服","14004309","107777889","16","30","taiwanios","016001500140043091521079307732	","2018-03-15 10:01:47"
"台湾15服","14001080","109393451","178","590","taiwanios","016001500140010801521079202002	","2018-03-15 10:00:02"
"台湾14服","13002231","7996547","199","90","taiwanios","016001400130022311521079014698	","2018-03-15 09:56:54"
"台湾14服","13002231","7996547","199","150","taiwanios","016001400130022311521078875919	","2018-03-15 09:54:35"
"台湾7服","6003447","11324088","270","150","taiwanios","016000700060034471521078559012	","2018-03-15 09:49:19"
"台湾15服","14000180","503211580","200","890","taiwanios","016001500140001801521078477771	","2018-03-15 09:47:57"
"台湾15服","14004152","21533552","87","30","taiwanios","016001500140041521521078423902	","2018-03-15 09:47:03"
"台湾14服","13003329","110780067","228","890","taiwanios","016001400130033291521078383925	","2018-03-15 09:46:23"
"台湾14服","13004930","3376641","10","150","taiwanios","016001400130049301521078335632	","2018-03-15 09:45:35"
"台湾15服","14004243","110786427","30","30","taiwanios","016001500140042431521078294081	","2018-03-15 09:44:54"
"台湾14服","13004930","3376641","9","30","taiwanios","016001400130049301521078244316	","2018-03-15 09:44:04"
"台湾4服","3000885","3447694","320","150","taiwanios","180315094219422103	","2018-03-15 09:43:19"
"台湾15服","14004219","17429476","10","150","taiwanios","016001500140042191521077790099	","2018-03-15 09:36:30"
"台湾15服","14001799","3334748","164","150","taiwanios","016001500140017991521077778952	","2018-03-15 09:36:18"
"台湾15服","14004222","109085609","10","30","taiwanios","016001500140042221521077653733	","2018-03-15 09:34:13"
"台湾14服","13000800","110777193","232","90","taiwanios","016001400130008001521077647188	","2018-03-15 09:34:07"
"台湾15服","14004219","17429476","6","30","taiwanios","016001500140042191521077612562	","2018-03-15 09:33:32"
"台湾13服","12004710","110775793","215","300","taiwanios","016001300120047101521077546439	","2018-03-15 09:32:26"
"台湾15服","14003556","100011559","169","590","taiwanios","016001500140035561521077472672	","2018-03-15 09:31:12"
"台湾14服","13001406","110777919","207","590","taiwanios","016001400130014061521077467099	","2018-03-15 09:31:07"
"台湾15服","14004209","105288067","18","30","taiwanios","016001500140042091521077461259	","2018-03-15 09:31:01"
"台湾12服","11000862","101175081","227","300","taiwanios","016001200110008621521077415684	","2018-03-15 09:30:15"
"台湾15服","14002447","110784569","195","30","taiwanios","016001500140024471521077311869	","2018-03-15 09:28:31"
"台湾15服","14004201","9790010","8","30","taiwanios","016001500140042011521077279982	","2018-03-15 09:27:59"
"台湾3服","2003586","21805414","311","150","taiwanios","016000300020035861521077266067	","2018-03-15 09:27:46"
"台湾15服","14003556","100011559","169","150","taiwanios","016001500140035561521077251513	","2018-03-15 09:27:31"
"台湾15服","14004168","502689876","24","150","taiwanios","016001500140041681521077166577	","2018-03-15 09:26:06"
"台湾15服","14002010","507709376","213","5000","taiwanios","180315092427256906	","2018-03-15 09:25:48"
"台湾14服","13003735","1373116","198","2990","taiwanios","016001400130037351521077099395	","2018-03-15 09:24:59"
"台湾14服","13003329","110780067","228","890","taiwanios","016001400130033291521077083460	","2018-03-15 09:24:43"
"台湾15服","14002010","507709376","213","5000","taiwanios","180315090907904117	","2018-03-15 09:24:09"
"台湾15服","14002447","110784569","194","30","taiwanios","016001500140024471521077034480	","2018-03-15 09:23:54"
"台湾14服","13003711","110780453","206","150","taiwanios","016001400130037111521077022621	","2018-03-15 09:23:42"
"台湾2服","1002566","17050842","296","300","taiwanios","180315092202721317	","2018-03-15 09:22:44"
"台湾15服","14001799","3334748","154","890","taiwanios","016001500140017991521076884442	","2018-03-15 09:21:24"
"台湾15服","14004164","11062962","27","30","taiwanios","016001500140041641521076767659	","2018-03-15 09:19:27"
"台湾9服","8002311","507963982","280","590","taiwanios","016000900080023111521076649049	","2018-03-15 09:17:29"
"台湾15服","14004164","11062962","21","90","taiwanios","016001500140041641521076626934	","2018-03-15 09:17:06"
"台湾15服","14004168","502689876","3","30","taiwanios","016001500140041681521076541025	","2018-03-15 09:15:41"
"台湾11服","10000012","507879944","289","150","taiwanios","016001100100000121521076363071	","2018-03-15 09:12:43"
"台湾10服","9001231","500103872","228","3000","taiwanios","180315090711407137	","2018-03-15 09:08:24"
"台湾14服","13000800","110777193","232","150","taiwanios","016001400130008001521076028144	","2018-03-15 09:07:08"
"台湾14服","13001467","7177700","229","100","taiwanios","180315090500886255	","2018-03-15 09:06:12"
"台湾15服","14001523","1210958","181","890","taiwanios","016001500140015231521075813747	","2018-03-15 09:03:33"
"台湾15服","14003764","106465871","154","300","taiwanios","016001500140037641521075668118	","2018-03-15 09:01:08"
"台湾13服","12000593","507991286","231","30","taiwanios","016001300120005931521075652594	","2018-03-15 09:00:52"
"台湾13服","12001056","110771867","215","30","taiwanios","016001300120010561521075590922	","2018-03-15 08:59:50"
"台湾6服","5002496","109124695","299","150","taiwanios","016000600050024961521075497760	","2018-03-15 08:58:17"
"台湾13服","12000593","507991286","231","300","taiwanios","016001300120005931521075470081	","2018-03-15 08:57:50"
"台湾15服","14002985","110785157","162","150","taiwanios","016001500140029851521075170593	","2018-03-15 08:52:50"
"台湾13服","12001056","110771867","215","150","taiwanios","016001300120010561521075118184	","2018-03-15 08:51:58"
"台湾10服","9003677","110752963","248","150","taiwanios","016001000090036771521075076058	","2018-03-15 08:51:16"
"台湾15服","14003106","503528752","154","150","taiwanios","016001500140031061521074980772	","2018-03-15 08:49:40"
"台湾14服","13003709","508000838","199","300","taiwanios","016001400130037091521074971078	","2018-03-15 08:49:31"
"台湾14服","13001406","110777919","200","150","taiwanios","016001400130014061521074864913	","2018-03-15 08:47:44"
"台湾15服","14002983","110785155","154","150","taiwanios","016001500140029831521074461162	","2018-03-15 08:41:01"
"台湾15服","14003764","106465871","145","590","taiwanios","016001500140037641521074372269	","2018-03-15 08:39:32"
"台湾15服","14003764","106465871","145","300","taiwanios","016001500140037641521074226007	","2018-03-15 08:37:06"
"台湾14服","13000800","110777193","231","150","taiwanios","016001400130008001521074157673	","2018-03-15 08:35:57"
"台湾3服","2000194","1652700","292","150","taiwanios","016000300020001941521074131017	","2018-03-15 08:35:31"
"台湾15服","14000893","3028420","195","150","taiwanios","016001500140008931521074000039	","2018-03-15 08:33:20"
"台湾15服","14004020","7989172","15","30","taiwanios","016001500140040201521073976453	","2018-03-15 08:32:56"
"台湾15服","14000353","19853121","138","890","taiwanios","016001500140003531521073801945	","2018-03-15 08:30:01"
"台湾15服","14004013","503540640","8","30","taiwanios","016001500140040131521073746205	","2018-03-15 08:29:06"
"台湾8服","7004468","503154030","243","150","taiwanios","016000800070044681521073628059	","2018-03-15 08:27:08"
"台湾8服","7002780","110739411","271","30","taiwanios","016000800070027801521073575376	","2018-03-15 08:26:15"
"台湾14服","13001917","507998858","213","150","taiwanios","016001400130019171521073525845	","2018-03-15 08:25:25"
"台湾8服","7002780","110739411","271","30","taiwanios","016000800070027801521073458408	","2018-03-15 08:24:18"
"台湾10服","9005376","5062998","132","890","taiwanios","016001000090053761521073409438	","2018-03-15 08:23:29"
"台湾8服","7002780","110739411","271","30","taiwanios","016000800070027801521073347037	","2018-03-15 08:22:27"
"台湾12服","11003893","110767491","241","150","taiwanios","016001200110038931521073208087	","2018-03-15 08:20:08"
"台湾14服","13000800","110777193","231","890","taiwanios","016001400130008001521072960880	","2018-03-15 08:16:00"
"台湾13服","12001954","3626663","255","300","taiwanios","180315081142974942	","2018-03-15 08:13:06"
"台湾3服","2001277","110664895","289","90","taiwanios","180315081023335582	","2018-03-15 08:11:25"
"台湾15服","14003349","3652430","163","30","taiwanios","016001500140033491521072630768	","2018-03-15 08:10:30"
"台湾10服","9000114","110748021","257","150","taiwanios","016001000090001141521072607698	","2018-03-15 08:10:07"
"台湾7服","6002872","507953158","264","500","taiwanios","180315080316417154	","2018-03-15 08:07:25"
"台湾3服","2001277","110664895","289","150","taiwanios","180315080626734994	","2018-03-15 08:07:16"
"台湾15服","14000723","3526499","175","150","taiwanios","016001500140007231521072291343	","2018-03-15 08:04:51"
"台湾15服","14000723","3526499","175","90","taiwanios","016001500140007231521072266133	","2018-03-15 08:04:26"
"台湾12服","11005255","110768845","205","30","taiwanios","016001200110052551521072146873	","2018-03-15 08:02:26"
"台湾12服","11001214","507983950","266","590","taiwanios","016001200110012141521072014200	","2018-03-15 08:00:14"
"台湾9服","8001232","110743405","290","300","taiwanios","180315075822804304	","2018-03-15 07:59:10"
"台湾10服","9000992","3457695","267","150","taiwanios","016001000090009921521071920453	","2018-03-15 07:58:40"
"台湾12服","11001214","507983950","266","890","taiwanios","016001200110012141521071890695	","2018-03-15 07:58:10"
"台湾10服","9000770","110749191","258","150","taiwanios","016001000090007701521071754262	","2018-03-15 07:55:54"
"台湾11服","10000516","3465131","275","890","taiwanios","016001100100005161521071464463	","2018-03-15 07:51:04"
"台湾3服","2001277","110664895","289","500","taiwanios","180315074951424283	","2018-03-15 07:50:46"
"台湾12服","11001214","507983950","266","2990","taiwanios","016001200110012141521071428173	","2018-03-15 07:50:28"
"台湾1服 ","6443","100134281","236","30","taiwanios","016000100000064431521071425553	","2018-03-15 07:50:25"
"台湾15服","14001988","110784109","180","300","taiwanios","016001500140019881521071410523	","2018-03-15 07:50:10"
"台湾1服 ","2638","507878392","302","1490","taiwanios","016000100000026381521071346425	","2018-03-15 07:49:06"
"台湾1服 ","7578","110778563","186","150","taiwanios","016000100000075781521071341667	","2018-03-15 07:49:01"
"台湾15服","14003909","505740742","18","30","taiwanios","016001500140039091521071160126	","2018-03-15 07:46:00"
"台湾15服","14003922","508006730","14","30","taiwanios","016001500140039221521071038148	","2018-03-15 07:43:58"
"台湾13服","12000108","110201217","244","30","taiwanios","016001300120001081521071019037	","2018-03-15 07:43:39"
"台湾13服","12000108","110201217","244","150","taiwanios","016001300120001081521070916880	","2018-03-15 07:41:56"
"台湾14服","13003422","21668868","195","590","taiwanios","016001400130034221521070866859	","2018-03-15 07:41:06"
